title,author,raw_isbn_in_csv,cleaned_isbn_attempt,skip_reason
The Heartbreakers,Ali Novak (Goodreads Author),'B00UTWFVDK,00,Invalid Length (not 10 or 13 after cleaning)
Unlocked,Shannon Messenger (Goodreads Author),'B084VVPDZW,084,Invalid Length (not 10 or 13 after cleaning)
Dead Is Not An Option,Marlene Perez (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Last Werewolf,Glen Duncan,'B004G60FUY,00460,Invalid Length (not 10 or 13 after cleaning)
Bound by Honor,Cora Reilly (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Sufficiently Advanced Magic,Andrew Rowe (Goodreads Author),'B06XBFD7CB,067,Invalid Length (not 10 or 13 after cleaning)
Everyone's a Aliebn When Ur a Aliebn Too,"Jomny Sun, Jonny Sun (Goodreads Author)",,,Invalid Length (not 10 or 13 after cleaning)
Welcome to the Underworld,Con Template (Goodreads Author),'B00ALT9R8G,0098,Invalid Length (not 10 or 13 after cleaning)
In the Stillness,Andrea Randall (Goodreads Author),'B00CB24VS2,00242,Invalid Length (not 10 or 13 after cleaning)
"Eyes of Silver, Eyes of Gold",Ellen O'Connell (Goodreads Author),'B003GDJOFU,003,Invalid Length (not 10 or 13 after cleaning)
The Initiate,Veronica Roth (Goodreads Author),'B00DG26170,0026170,Invalid Length (not 10 or 13 after cleaning)
Deep,Kylie Scott (Goodreads Author),'B00JCX1RJE,001,Invalid Length (not 10 or 13 after cleaning)
Who We Are,T.J. Klune (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Glory of Christ,John Owen,,,Invalid Length (not 10 or 13 after cleaning)
Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,Thomas L. Friedman,,,Invalid Length (not 10 or 13 after cleaning)
If I'm Being Honest,"Emily Wibberley (Goodreads Author), Austin Siegemund-Broka (Goodreads Author)",,,Invalid Length (not 10 or 13 after cleaning)
Comme un roman,Daniel Pennac,,,Invalid Length (not 10 or 13 after cleaning)
Glengarry Glen Ross,David Mamet,,,Invalid Length (not 10 or 13 after cleaning)
Fear of Flying,Erica Jong,,,Invalid Length (not 10 or 13 after cleaning)
Mythic,Jae Lynne Davies (Goodreads Author),'B00BDVU2QW,002,Invalid Length (not 10 or 13 after cleaning)
Pandora's Box,Gracen Miller,'B005HRSZRG,005,Invalid Length (not 10 or 13 after cleaning)
All The Wrong Reasons,J.L. Paul (Goodreads Author),'B004PGNENK,004,Invalid Length (not 10 or 13 after cleaning)
The Warlord Wants Forever,Kresley Cole (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Captured,"Jasinda Wilder (Goodreads Author), Jack Wilder (Goodreads Author)",'B00M0ZN7JY,0007,Invalid Length (not 10 or 13 after cleaning)
Be My Hero,Linda Kage (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
A Day To Remember: The Best Thing for Me Sequel,L. Jackson (Goodreads Author),'B00OC7A0RU,0070,Invalid Length (not 10 or 13 after cleaning)
Tunnel of Bones,Victoria Schwab (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
3 by Flannery O'Connor: The Violent Bear It Away / Everything That Rises Must Converge / Wise Blood,"Flannery O'Connor, Sally Fitzgerald (Introduction)",,,Invalid Length (not 10 or 13 after cleaning)
Alpha & Omega,Patricia Briggs,'B001IZC3LU,0013,Invalid Length (not 10 or 13 after cleaning)
A Clean Kill in Tokyo,Barry Eisler (Goodreads Author),'B00BC8SPVK,008,Invalid Length (not 10 or 13 after cleaning)
Art & Soul,Brittainy C. Cherry (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Boy Nobody,Allen Zadoff (Goodreads Author),'B00A2CP6P0,00260,Invalid Length (not 10 or 13 after cleaning)
My Healer,Alanea Alder (Goodreads Author),'B00RHCWXO0,000,Invalid Length (not 10 or 13 after cleaning)
The Key,Marianne Curley (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Cosmétique de l'ennemi,Amélie Nothomb,,,Invalid Length (not 10 or 13 after cleaning)
Ferus,T.M. Nielsen,'B004HB22G8,004228,Invalid Length (not 10 or 13 after cleaning)
"The Masks of God, Volume 4: Creative Mythology",Joseph Campbell,,,Invalid Length (not 10 or 13 after cleaning)
A Moment,"Marie Hall (Goodreads Author), Anne Victory (Editor)",'B00BTN2DSY,002,Invalid Length (not 10 or 13 after cleaning)
The Voicemail of Magnus Bane,"Cassandra Clare (Goodreads Author), Sarah Rees Brennan (Goodreads Author), Maureen Johnson (Goodreads Author)",,,Invalid Length (not 10 or 13 after cleaning)
Midsummer's Magic,Emmie Lou Kates (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Fundamentals of Long Distance Relationship: Things You Need to Know About Long Distance Relationships (LDR) and Tips How to Make it Work,Lisa Daniel,'B07D6LZ16Z,07616,Invalid Length (not 10 or 13 after cleaning)
Bonfire,Krysten Ritter (Goodreads Author),'B01NB1EOJ6,0116,Invalid Length (not 10 or 13 after cleaning)
Arcana Rising,Kresley Cole (Goodreads Author),'B01G4U2JCG,0142,Invalid Length (not 10 or 13 after cleaning)
The Top 500 Poems,"William Harmon (Editor), William Shakespeare (Contributor), Robert Frost (Contributor), William Blake (Contributor), Thomas Hardy (Contributor), Chidiock Tichborne (Contributor), John Keats (Contributor), Walt Whitman (Contributor), more…",,,Invalid Length (not 10 or 13 after cleaning)
The Brutal Telling,Louise Penny (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Equites,T.M. Nielsen,'B004APA5ZG,0045,Invalid Length (not 10 or 13 after cleaning)
Eternity of Vengeance,T.M. Nielsen,'B004KZP0CE,0040,Invalid Length (not 10 or 13 after cleaning)
My Boyfriend Merlin,Priya Ardis (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Whitechapel Fiend,"Cassandra Clare (Goodreads Author), Maureen Johnson (Goodreads Author), Luke Pasqualino (Narrator)",,,Invalid Length (not 10 or 13 after cleaning)
Dark Whispers,Bruce Coville,,,Invalid Length (not 10 or 13 after cleaning)
Proditor,T.M. Nielsen,'B004EEOHTS,004,Invalid Length (not 10 or 13 after cleaning)
The Kid Who Came From Space,Ross Welford,'B07SRR5663,075663,Invalid Length (not 10 or 13 after cleaning)
"King, Queen, Knave","Vladimir Nabokov, Dmitri Nabokov (Translator)",,,Invalid Length (not 10 or 13 after cleaning)
Don't Forget to Remember Me,Kahlen Aymes (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Rekindled Moments,Dori Lavelle (Goodreads Author),'B00I9JLGWU,009,Invalid Length (not 10 or 13 after cleaning)
The Temptation of Lila and Ethan,Jessica Sorensen (Goodreads Author),'B00BOTU4JI,004,Invalid Length (not 10 or 13 after cleaning)
Elemental,Brigid Kemmerer (Goodreads Author),'B006MLKZAG,006,Invalid Length (not 10 or 13 after cleaning)
Hero,Samantha Young (Goodreads Author),'B00OQSF77S,0077,Invalid Length (not 10 or 13 after cleaning)
Day Zero,Kresley Cole (Goodreads Author),'B01FROAZOO,01,Invalid Length (not 10 or 13 after cleaning)
The Dark Calling,Kresley Cole (Goodreads Author),'B078P6DF1C,07861,Invalid Length (not 10 or 13 after cleaning)
UR,Stephen King (Goodreads Author),'B001RF3U9K,00139,Invalid Length (not 10 or 13 after cleaning)
James Potter and the Curse of the Gatekeeper,G. Norman Lippert (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Missing Ones,Patricia Gibney,'B01N5I5EV7,01557,Invalid Length (not 10 or 13 after cleaning)
TWAS The Year 2020,Karl Wiggins (Goodreads Author),'B08FLCCTZK,08,Invalid Length (not 10 or 13 after cleaning)
My Unexpected Forever,Heidi McLaughlin (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Neanderthal Marries Human,Penny Reid (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
My Savior,Alanea Alder (Goodreads Author),'B00YAW6PG2,0062,Invalid Length (not 10 or 13 after cleaning)
Running in the Family,Michael Ondaatje,,,Invalid Length (not 10 or 13 after cleaning)
Play It Safe,Kristen Ashley (Goodreads Author),'B006XRM3PY,0063,Invalid Length (not 10 or 13 after cleaning)
Falling for the Ghost of You,Nicole Christie,'B009YLRDQK,009,Invalid Length (not 10 or 13 after cleaning)
How to Be Both,Ali Smith,'B00IPXLLO8,008,Invalid Length (not 10 or 13 after cleaning)
Sea Prayer,"Khaled Hosseini (Goodreads Author), Dan Williams (Illustrator)",'B079WM7Z7T,07977,Invalid Length (not 10 or 13 after cleaning)
Paint It All Red,S.T. Abby,'B01N7GREG9,0179,Invalid Length (not 10 or 13 after cleaning)
The Darkest Prison,Gena Showalter (Goodreads Author),'B002FSTJOS,002,Invalid Length (not 10 or 13 after cleaning)
Reginald Bones 2,Lucian Bane (Goodreads Author),'B01N7WKPUO,017,Invalid Length (not 10 or 13 after cleaning)
A Series of Unfortunate Events Collection: Books 10-13,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",'B007UPDDPM,007,Invalid Length (not 10 or 13 after cleaning)
Judas,"Amos Oz, Raquel García Lozano (Translator)",'B015OM6M46,015646,Invalid Length (not 10 or 13 after cleaning)
The List,Patricia Forde (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Jake Undone,Penelope Ward (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Missing Hart,Ella Fox (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Shattered Hart,Ella Fox (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Until Jax,Aurora Rose Reynolds (Goodreads Author),'B015EPMZ0I,0150,Invalid Length (not 10 or 13 after cleaning)
Flight of the Intruder,Stephen Coonts,,,Invalid Length (not 10 or 13 after cleaning)
The People of the Mist,H. Rider Haggard,'B0084A73K8,0084738,Invalid Length (not 10 or 13 after cleaning)
Demon Road,Derek Landy,,,Invalid Length (not 10 or 13 after cleaning)
L'Armée des ombres,Joseph Kessel,,,Invalid Length (not 10 or 13 after cleaning)
Just Another Day: Dragon of Legend: Destiny Bonus Book,Angelika Meyer (Goodreads Author),'B011VTO7CU,0117,Invalid Length (not 10 or 13 after cleaning)
Venomous,Penelope Fletcher (Goodreads Author),'B00RG0IGH6,0006,Invalid Length (not 10 or 13 after cleaning)
Desired,Morgan Rice (Goodreads Author),'B005FFTM7W,0057,Invalid Length (not 10 or 13 after cleaning)
Promise You Won't Tell?,John Locke,'B00AH61H86,006186,Invalid Length (not 10 or 13 after cleaning)
The Law of Moses,Amy Harmon (Goodreads Author),'B00PKSZ78M,0078,Invalid Length (not 10 or 13 after cleaning)
Loving Hart,Ella Fox (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Knight & Play,Kitty French (Goodreads Author),'B00ACMPB0A,000,Invalid Length (not 10 or 13 after cleaning)
Twist Me,Anna Zaires (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Forest song,"Lesia Ukrainka, Gladys Evans (Translator)",,,Invalid Length (not 10 or 13 after cleaning)
Between the Lines,Tammara Webber (Goodreads Author),'B004YR54GK,00454,Invalid Length (not 10 or 13 after cleaning)
House Rules,Chloe Neill (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Emerge,S.E. Hall (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Life in a Fishbowl,Len Vlahos (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Night Study,Maria V. Snyder (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Breaking Nova,Jessica Sorensen (Goodreads Author),'B00DY8HARG,008,Invalid Length (not 10 or 13 after cleaning)
Dead Souls,Angela Marsons (Goodreads Author),'B06XFZYNM1,061,Invalid Length (not 10 or 13 after cleaning)
Blood Lines,Angela Marsons (Goodreads Author),'B01LBQMA5Y,015,Invalid Length (not 10 or 13 after cleaning)
On The Black Hill,Bruce Chatwin,,,Invalid Length (not 10 or 13 after cleaning)
Beck,Harper Sloan (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Pride and Pleasure,Sylvia Day (Goodreads Author),'B00LPS5VHI,005,Invalid Length (not 10 or 13 after cleaning)
Until Fountain Bridge,Samantha Young (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Origins of the Second World War,A.J.P. Taylor,,,Invalid Length (not 10 or 13 after cleaning)
The Mystic Wolves,Belinda Boring (Goodreads Author),'B006ZR04LC,00604,Invalid Length (not 10 or 13 after cleaning)
The Best Exotic Marigold Hotel,Deborah Moggach (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
There is No Light in Darkness,Claire Contreras (Goodreads Author),'B00AZNWSS4,004,Invalid Length (not 10 or 13 after cleaning)
Falling into Place,Amy Zhang (Goodreads Author),'B00HCGU4TM,004,Invalid Length (not 10 or 13 after cleaning)
Betrayed: Alternate Ending,Wodke Hawkinson (Goodreads Author),'B0076H3U2K,007632,Invalid Length (not 10 or 13 after cleaning)
Daylighters,Rachel Caine (Goodreads Author),'B00DTU22OA,0022,Invalid Length (not 10 or 13 after cleaning)
In the Mouth of the Wolf,Nicole Maggi (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
2BR02B,Kurt Vonnegut Jr.,,,Invalid Length (not 10 or 13 after cleaning)
Found,Evangeline Anderson (Goodreads Author),'B005VXOJ08,00508,Invalid Length (not 10 or 13 after cleaning)
Sought,Evangeline Anderson (Goodreads Author),'B005BT583Y,005583,Invalid Length (not 10 or 13 after cleaning)
Vacaciones al amor,Isabel Keats (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Dizzy,"Nyrae Dawn (Goodreads Author), Jolene Perry (Goodreads Author)",'B00A8PD6C6,00866,Invalid Length (not 10 or 13 after cleaning)
A Fall of Marigolds,Susan Meissner (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Cat Who Went Underground,Lilian Jackson Braun,,,Invalid Length (not 10 or 13 after cleaning)
Making You Mine,Elizabeth Reyes (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
A Soldier of Shadows,Bella Forrest (Goodreads Author),'B015GGRI16,01516,Invalid Length (not 10 or 13 after cleaning)
Of Things Left Unsaid,Le-an Lai Lacaba (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
A Fork of Paths,Bella Forrest (Goodreads Author),'B019EBKEPG,019,Invalid Length (not 10 or 13 after cleaning)
Rainelle: How to Kill an Incubus Bonus Chapter,Kimber Lee (Goodreads Author),'B00ZIA25SC,0025,Invalid Length (not 10 or 13 after cleaning)
Of Sweet Addictions,Le-an Lai Lacaba (Goodreads Author),'B00PNTEN7Y,007,Invalid Length (not 10 or 13 after cleaning)
Algo más que vecinos,Isabel Keats (Goodreads Author),'B00ANJJBKS,00,Invalid Length (not 10 or 13 after cleaning)
Tame Me,J. Kenner (Goodreads Author),'B00H57X864,0057864,Invalid Length (not 10 or 13 after cleaning)
Lawful Escort,Tina Folsom (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Valle,T.M. Nielsen,'B0042G0PUS,00420,Invalid Length (not 10 or 13 after cleaning)
Encala,T.M. Nielsen,'B0046LV7OC,00467,Invalid Length (not 10 or 13 after cleaning)
Lady of Devices,Shelley Adina (Goodreads Author),'B0053CYXS0,00530,Invalid Length (not 10 or 13 after cleaning)
The World Without Us,Alan Weisman,,,Invalid Length (not 10 or 13 after cleaning)
A Twist of the Knife,Peter James,'B00LB89N30,008930,Invalid Length (not 10 or 13 after cleaning)
In the Penal Colony,Franz Kafka,,,Invalid Length (not 10 or 13 after cleaning)
Intruder in the Dust,William Faulkner,,,Invalid Length (not 10 or 13 after cleaning)
Reaper's Legacy,Joanna Wylde (Goodreads Author),'B00DMCPODG,00,Invalid Length (not 10 or 13 after cleaning)
Witch Wraith,Terry Brooks (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Desiderata: A Poem for a Way of Life,Max Ehrmann,,,Invalid Length (not 10 or 13 after cleaning)
Becoming A Vincent,C.M. Owens (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Betrayal,Mayandree Michel,,,Invalid Length (not 10 or 13 after cleaning)
Athine Verses: The Blood Sisters,Shannon McRoberts (Goodreads Author),'B008IVFREW,008,Invalid Length (not 10 or 13 after cleaning)
Happily Never After,Jeaniene Frost (Goodreads Author),'B00570QXV8,005708,Invalid Length (not 10 or 13 after cleaning)
Uncaged,Harper Sloan (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Our Impossible Love,Durjoy Datta (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Quests for Glory,Soman Chainani (Goodreads Author),'B0731QRHHP,0731,Invalid Length (not 10 or 13 after cleaning)
Dream Dancer,"Janet E. Morris (Goodreads Author), Christopher Morris (Editor)",'B0795XR4KX,07954,Invalid Length (not 10 or 13 after cleaning)
Cooper,Harper Sloan (Goodreads Author),'B00L5MVNHQ,005,Invalid Length (not 10 or 13 after cleaning)
Operation Shylock: A Confession,Philip Roth,,,Invalid Length (not 10 or 13 after cleaning)
Le Sabotage amoureux,Amélie Nothomb,,,Invalid Length (not 10 or 13 after cleaning)
Johnny The Homicidal Maniac #1,Jhonen Vásquez,,,Invalid Length (not 10 or 13 after cleaning)
Striking Distance,Pamela Clare (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Heart Recaptured,Tillie Cole (Goodreads Author),'B00QZLSQ9U,009,Invalid Length (not 10 or 13 after cleaning)
First Blood: A Kaden Bonus Book,Synne Jakobsen (Goodreads Author),'B012H6P2K2,012622,Invalid Length (not 10 or 13 after cleaning)
Hidden Currents,Christine Feehan (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Bet,Rachel Van Dyken (Goodreads Author),'B00C2FDBX4,0024,Invalid Length (not 10 or 13 after cleaning)
Fantastical,Kristen Ashley (Goodreads Author),'B0062J11OM,006211,Invalid Length (not 10 or 13 after cleaning)
Sappho,"Sappho, Mary Barnard (Translator), Dudley Fitts (Foreword)",,,Invalid Length (not 10 or 13 after cleaning)
The Reaping,Michelle Leighton (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Double Down,Jeff Kinney (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
A Medicine for Melancholy and Other Stories,Ray Bradbury,,,Invalid Length (not 10 or 13 after cleaning)
Bleachers,John Grisham (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Deep Sky,Patrick Lee (Goodreads Author),'B005AJZRO0,0050,Invalid Length (not 10 or 13 after cleaning)
Take a Chance,Abbi Glines (Goodreads Author),'B00DPM7QDY,007,Invalid Length (not 10 or 13 after cleaning)
One More Chance,Abbi Glines (Goodreads Author),'B00GEEB4EM,004,Invalid Length (not 10 or 13 after cleaning)
The Final Days,"Bob Woodward, Carl Bernstein",,,Invalid Length (not 10 or 13 after cleaning)
Ultimatum,Gemma James (Goodreads Author),'B00AJUV7AI,007,Invalid Length (not 10 or 13 after cleaning)
Single by Saturday,Catherine Bybee (Goodreads Author),'B00DO0OPTK,000,Invalid Length (not 10 or 13 after cleaning)
Play With Me,"Piper Shelly (Goodreads Author), Anna Katmore",,,Invalid Length (not 10 or 13 after cleaning)
Planet Urth,"Jennifer Martucci, Christopher Martucci",'B00FKKWQXY,00,Invalid Length (not 10 or 13 after cleaning)
Storm,Carian Cole (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Castle of the Carpathians,Jules Verne,,,Invalid Length (not 10 or 13 after cleaning)
